pre_text,airline_sentiment
horas salir vuelo madrid mostrador facturacion cerrado dusseldorf #ylacolacreciendo,negative
entonces teneis promocionar regalando moviles,neutral
verdad feliz navidad sr fonseca usted hicieron,neutral
definitivamente gran aeronave nivel personal favorita,positive
pues regalado deja estupefacta,positive
#iberiaplus #iberianocumple aqui aeropuerto barajas viendo señora,negative
guapo ademas ponerme maleta bodega recibo dan pegatina quien coño genio,negative
quiero volar uds,positive
hola pasado dia volamos coruña paris er vuelo salio dos horas retraso perdimos,negative
pilotos desconvocan huelga tras ver reconocidos sindicatos,negative
bien funciona lamentable servicio #checkin,positive
hola no conozco numero plus pueden ayudar mail ackerm gmx codigo pin gracias,neutral
cansas retrasos,negative
aerolinea bajo costo lider mercado europeo puede garantizar vuelta actividad normalizad,positive
express celebra cinco años oferta plazas solo euros,neutral
años tratando mal cllientes,negative
lamentable gestion equipajes turin madrid avion pequeño maletas facturadas siguen turin d noticias,negative
grupoazeta rt sergio azeta sophos gran equipo felicidades evento #sophosday sophos iber,positive
ver como llega,neutral
hecho perder vuelo perdido maleta mentido verguenza aerolinea,negative
desconvocan huelga pilotos irlanda asociacion pilotos irlandeses aerolineas ialpa,neutral
puede reclamar huelga personal navidades,neutral
veras mala palabra buena accion,negative
mejoren servicio telefonico saquen call center colombia no entiende mierda no re,negative
pilotos irlanda alemania italia portugal van huelga justo navidad,negative
ademas reventar candado encontrar maleta abierta menos mal no robaron bueno,negative
sucedio ayer heathrow hombre no aguanto quiso bajar avion iba malaga,negative
pues haciendo reportandola asi hagan favor entenderse propo,negative
gracias sugerencia si indicado informacion vuelo resto pasajeros,negative
oferta trabajo sigue proceso seleccion cubrir puestos trabajo centro innova,positive
plaza espana seville,neutral
:backhand_index_pointing_up: :medium_skin_tone: hace par años vole mex mad ory mad mex ningun problema retrasos ser,positive
#aerolineas #airlines si tripulantes no venden #scratchcards podrian ser penalizados,neutral
alicante,neutral
ver capitulo sumas restas barrio sesamo no hacerlo toca esperar maleta no facturada,negative
caso sms dicen diciembre llegan maletas consulto web,negative
asi accidente vuelo spanair letal españa decadas #video,neutral
puto pueblo,negative
dirigirme mostradores llegue chicas atendieron empezaron hacer aspa,negative
hola no puedo hacer check in marca error app pagina ayudan,neutral
pasado mes mayo azafato gaditano javier otero sorprendia pasajeros vuelo,neutral
compañera aerea preferida estare enfermo vivir conectado,positive
asi accidente vuelo spanair letal españa decadas #video,negative
web no funciona busqueda vuelve inicio joven siempre mensaje web no segura vaya liada,negative
air europa lanzan rebajas vuelos europa euros,positive
mama viaja sabado dos dias despues gracias cagarnos momento reencuentro tan esperado nunca uds,negative
pierde maleta aparece destrozada pongo reclamacion demora hoy siguen contes,negative
viajas encima dan note,negative
silvia bali oh hago alli seg voy llamar esperarme,positive
cambios importantes equipaje,neutral
si aplicamos descuento residente melilla añadimos oferta altruista motivo black fr,negative
planta pilotos iran huelga,negative
asi accidente vuelo spanair letal españa decadas #video,neutral
esta solucion disteis aeropuerto amsterdam serio parece forma,negative
asi accidente vuelo spanair letal españa decadas #video,neutral
algun numero telefono pueda llamar,neutral
vuelta casa bye bye #tenerife #teide :volcano: pico teide mt,positive
no asi no reservado sigue tener pa,negative
madrid,neutral
volamos menos mes primer vuelo directo pais nipon,neutral
flipo parecia horrible villancicos menos no denigrantes nadie,neutral
no funciona bien pagina web devuelve pagina principal no realiza busqueda vuelos,negative
#hola argentina,neutral
busca convertirse amazon viajes oficinas madrid,neutral
viaje primera vez barcelona septiembre pdo aunque va via madrid,negative
jajajaja,neutral
#loganamosentretodos vamos toda fe mundo vamos hermanitojuan maestrito gutierrez,neutral
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,negative
saliendo ory mad #a #chauparis #muyricotodo #avgeek,neutral
no recomiendo nadie viajar aun no viajen business trato mismo peor encima pie,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,negative
sabado embarcando #escocia,neutral
oferta postnavideña ir #turisteo menos si interesa empieza hoy :winking_face:,neutral
puigdemont huido belgica primer vuelo euros encontrado,negative
#tipicodenavidad pierda maleta valga madres darte respuesta,negative
precariedad laboral,neutral
mamaita viajo clase turista visita hizo papa vaticano pregunto,neutral
desastre #luggagedamaged,negative
pilotos irlanda italia alemania convocan huelgas si no,neutral
vuelo ib valencia roma operado vueling nº vy aparece fiumicino recojan,neutral
subasta vuelos pasar reyes disneyland paris ep primera subastas salir d,neutral
veras cuando imprimir tarjeta embarque noche vuelo salga mañana xd,negative
infelizmente error persiste :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: paso #planb :thinking_face:,negative
level low cost copas baratas raval venid,positive
avion euros barco per tornar euros aixo trobat jo,neutral
mas cosas privadas importantes maleta,negative
lamentable atencion azafatas pedir vaso agua entregan malas maneras,negative
huelga personal tierra españa diciembre via,negative
cagada miedo dia voy frankfurt dia empieza huelga veo comiendome,negative
primer #duelodemarcas vs easyjet via mkdirecto,neutral
conseguiras varios mails predefinidos mandados bots lleves medio añ,negative
asi accidente vuelo spanair letal españa decadas video,negative
viaje ruta lleno ida vuelta conversando tcp decian q factor d ocupacion,positive
madre dios :person_facepalming: ‍ :male_sign: ️ trayecto cobra encima tratan chatarra lamentable,negative
existe sistema avios no permite usarlos centro no da solucion no admisible,negative
todavia no despego avion procedente madrid,neutral
sindicatos europeos estudian oferta,neutral
hola nueva campaña maletas encuestas no saben no responden conexiones,negative
segun hijo años larga vueling s comprar s pregunto,negative
grande salcedos debes querido,negative
before flying ba rt share favor pasajeros demora devolucion d,negative
vuelo inaugural primero octubre,positive
casi años hace grabe suite albeniz tras haberla u,neutral
comentario escribe relatos octubre iv tripulacion sergio,neutral
aniversario españa,neutral
nuevo frente abierto personal tierra amenaza huelga final año,negative
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
norwegian lanza vuelos «low cost» madrid unidos competir via,neutral
nueve compañias aereas cancelan vuelos #turquia via exodo,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,positive
#holaargentina muchas gracias x hacer sorteo deseo mucha suerte exitos,positive
jaaaa se q poronga bueh,neutral
pilotos #italia si huelga sancion vivan derechos,negative
hacer boicot razones pues aqui buen motivo dan asco,negative
ayer no puedo comprar asiento vuelo sale tarde conformar,negative
hola podrian informarme vuelo mañana destino buenos aires gracias,neutral
asi accidente vuelo spanair letal españa decadas video,negative
#pucela #aeroportdelprat #barcelona #castilla aeropuerto,neutral
movil modo avion,neutral
debido compra niki parte british airways creian iban terminar m,neutral
gracias tema solucionado,positive
pagado billete vuelta no llegado numero reserva numero billete,negative
enhorabuena,negative
ay unico bueno volver madrid año nuevo villancicos hilo musical reprecioso,positive
hola vuelo ib deja prestar servicio busco ene no opcion hora gracias,neutral
inaugura rinnovata velazquez lounge t di madrid barajas,positive
cosa no q ver responsables no dimensionar frecuencia capacidad absorcio,negative
express celebra aniversario vuelos euros cuenta angelagonzalom,neutral
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
obliga llevar insulina chico bodega llevarla encima q haber pagado embarque prioritario normal,neutral
pagina no deja cambiar vuelo va dar ataquito ansiedad,negative
convocan huelga colectivo tierra españa diciembre noticias empresas,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
gracias luis si coincide ves espero guste abrazo,positive
vuelo ib madrid londres mejor piloto volado vida majo salao aterri,positive
todavia no si aprendio buscar especifico sabe detectar sirven,negative
pille vlc publicidad emocione tan iguales :face_with_tears_of_joy:,negative
mejores ofertas empleo it españa endesa mercadona https t co twyc baa,positive
vendria bien regalo años,neutral
madrid,neutral
#tipicodenavidad perdio maleta hace dias no saben donde medicamentos no,negative
quiere decir mientras no alcancen separandola familia,negative
asocia ftejerez formar mejores pilotos futuro,positive
tiempo suficiente ocurre si primer vuelo atrasa pierdo hace escala como vendeis,negative
gente hablando catetismo cogido avion tres veces hacer vuelo hora media :expressionless_face:,negative
respuesta inutil miente donde maleta no cubre gastos realices llev,negative
gracias,positive
hace viaje cosas asi no pasan :broken_heart:,negative
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,negative
jajaja voy mirar #viajeschat similares :face_with_tears_of_joy:,neutral
recibido mil gracias,positive
años intentando conseguir descuento años,negative
parece preparado mejor no,neutral
final podido volar acabamos aterrizar bilbao no deberia ser asi,negative
dirias favor costo,neutral
buenas noches favor pasajes nombre juan manuel lillo paga gracias,negative
sindicatos convocan huelga colectivo tierra españa partir diciembre,negative
no contesta reclamaciones cancela vuelos habilita no informa clientes,negative
encanta :smiling_face_with_smiling_eyes: buena iniciativa,positive
#holaargentina bueno sorteo da posibilidad viajar,neutral
escandalo dejan ruta salga barata,neutral
gracias ♡☆,neutral
#amazon chollo maleta aerolite barata solo euros :right_arrow: ️ :desktop_computer: https t co jnlydyfdqw #chollo #oferta #ganga,negative
veces igual da igual reyes navidad fin año cumpleaños siempre,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
ves peli james bond quejas flipado demasiado veo cobr,negative
precio vuelo muchas veces dobla precio aerolineas,negative
alguien mil puntos aerolineas plus quiera venderme tmb pueden ser mil avios,neutral
abandono ex colonia africana habla español residen españoles negros españoles tb,negative
